region	chr	midPos	Nsites
(239,240)(56690,56691)(50000,100000)	JASDQU010101413.1	75000	3	0.055726
(241,373)(102785,102921)(100000,150000)	JASDQU010101413.1	125000	134	-0.011800
(374,515)(160262,163179)(150000,200000)	JASDQU010101413.1	175000	143	0.143385
(516,561)(297333,297452)(250000,300000)	JASDQU010101413.1	275000	47	0.172582
(186,300)(128764,128913)(100000,150000)	JASDQU010101419.1	125000	116	0.106888
(301,1199)(343091,343989)(300000,350000)	JASDQU010101419.1	325000	900	0.165219
(6410,6665)(94541,94803)(50000,100000)	JASDQU010101424.1	75000	257	0.278186
(149,889)(82011,82765)(50000,100000)	JASDQU010101434.1	75000	742	0.288036
(364,637)(306266,306661)(300000,350000)	JASDQU010101436.1	325000	275	0.364787
(47,160)(243197,243316)(200000,250000)	JASDQU010101439.1	225000	115	0.101780
(1090,2481)(108988,111062)(100000,150000)	JASDQU010101440.1	125000	1393	0.475774
(2482,2866)(476470,477072)(450000,500000)	JASDQU010101440.1	475000	386	0.825190
(2867,3783)(560641,561559)(550000,600000)	JASDQU010101440.1	575000	918	0.651240
(3784,4345)(649438,649999)(600000,650000)	JASDQU010101440.1	625000	563	0.124038
(99,3814)(462705,469844)(450000,500000)	JASDQU010101446.1	475000	3717	0.684728
(27,115)(286053,286188)(250000,300000)	JASDQU010101447.1	275000	90	0.098322
(56,915)(140948,141867)(100000,150000)	JASDQU010101448.1	125000	861	0.867682
(916,1805)(150019,196350)(150000,200000)	JASDQU010101448.1	175000	891	0.645068
(1806,1818)(207139,207226)(200000,250000)	JASDQU010101448.1	225000	14	0.727770
(1819,1902)(499763,499850)(450000,500000)	JASDQU010101448.1	475000	85	0.071159
(1903,4489)(557342,594409)(550000,600000)	JASDQU010101448.1	575000	2588	0.292557
(4490,6294)(619204,629535)(600000,650000)	JASDQU010101448.1	625000	1806	0.159711
(891,938)(353139,353215)(350000,400000)	JASDQU010101449.1	375000	49	0.153415
(300,2153)(51605,85007)(50000,100000)	JASDQU010101452.1	75000	1855	0.088745
(135,264)(101500,101758)(100000,150000)	JASDQU010101458.1	125000	131	0.029951
(265,2285)(205752,225467)(200000,250000)	JASDQU010101458.1	225000	2022	0.382510
(2286,3039)(265728,266500)(250000,300000)	JASDQU010101458.1	275000	755	0.131486
(176,400)(65453,65677)(50000,100000)	JASDQU010101465.1	75000	226	0.020842
(106,171)(106412,106586)(100000,150000)	JASDQU010101471.1	125000	67	0.049246
(392,690)(107641,119616)(100000,150000)	JASDQU010101476.1	125000	300	0.105696
(691,831)(363274,365924)(350000,400000)	JASDQU010101476.1	375000	142	0.057126
(315,347)(308386,308432)(300000,350000)	JASDQU010101481.1	325000	34	0.097401
(348,5676)(415651,446041)(400000,450000)	JASDQU010101481.1	425000	5330	0.422198
(189,4825)(89001,94226)(50000,100000)	JASDQU010101496.1	75000	4638	0.771362
(877,880)(582632,582659)(550000,600000)	JASDQU010101499.1	575000	5	0.057888
(881,898)(607710,607834)(600000,650000)	JASDQU010101499.1	625000	19	0.057201
(292,1584)(292604,293975)(250000,300000)	JASDQU010101506.1	275000	1294	0.317643
(1585,1773)(392674,392974)(350000,400000)	JASDQU010101506.1	375000	190	0.022117
(1774,2084)(469832,485098)(450000,500000)	JASDQU010101506.1	475000	312	0.028797
(2085,2237)(517320,517554)(500000,550000)	JASDQU010101506.1	525000	154	0.035540
(2238,2827)(595486,596123)(550000,600000)	JASDQU010101506.1	575000	591	0.899556
(2828,5563)(618295,624520)(600000,650000)	JASDQU010101506.1	625000	2737	0.836651
(5564,5739)(680646,680821)(650000,700000)	JASDQU010101506.1	675000	177	0.007774
(5740,5924)(861097,861286)(850000,900000)	JASDQU010101506.1	875000	186	0.076626
(911,1355)(123155,125334)(100000,150000)	JASDQU010101511.1	125000	446	0.326228
(614,825)(155441,155733)(150000,200000)	JASDQU010101514.1	175000	213	0.507217
(1,564)(50672,51240)(50000,100000)	JASDQU010101522.1	75000	565	0.041665
(565,5536)(224962,230062)(200000,250000)	JASDQU010101522.1	225000	4973	0.438151
(5537,5906)(513098,542647)(500000,550000)	JASDQU010101522.1	525000	371	0.343452
(361,440)(248374,248465)(200000,250000)	JASDQU010101524.1	225000	81	0.123686
(829,841)(195142,195157)(150000,200000)	JASDQU010101526.1	175000	14	0.068310
(842,1034)(437611,437807)(400000,450000)	JASDQU010101526.1	425000	194	0.084709
(1035,1409)(561673,562048)(550000,600000)	JASDQU010101526.1	575000	376	0.021803
(273,2509)(64612,68399)(50000,100000)	JASDQU010101529.1	75000	2238	0.432728
(175,908)(87667,93001)(50000,100000)	JASDQU010101530.1	75000	735	0.246097
(433,885)(205605,206059)(200000,250000)	JASDQU010101534.1	225000	454	0.001487
(537,756)(109400,109624)(100000,150000)	JASDQU010101535.1	125000	221	0.307380
(757,892)(299740,299875)(250000,300000)	JASDQU010101535.1	275000	137	0.054460
(893,1282)(372917,373505)(350000,400000)	JASDQU010101535.1	375000	391	0.054406
(30,166)(50000,50138)(50000,100000)	JASDQU010101538.1	75000	138	0.044735
(167,452)(691173,691467)(650000,700000)	JASDQU010101538.1	675000	287	0.030007
(753,1095)(196542,196918)(150000,200000)	JASDQU010101557.1	175000	344	0.177490
(1096,1719)(238965,239600)(200000,250000)	JASDQU010101557.1	225000	625	0.261516
(1720,1957)(376740,376997)(350000,400000)	JASDQU010101557.1	375000	239	0.068849
(1958,2078)(410967,411095)(400000,450000)	JASDQU010101557.1	425000	122	0.136989
(2079,2759)(453199,453891)(450000,500000)	JASDQU010101557.1	475000	682	0.283406
(2760,3021)(599260,599527)(550000,600000)	JASDQU010101557.1	575000	263	0.018195
(3022,3030)(678294,678306)(650000,700000)	JASDQU010101557.1	675000	10	0.059056
(100,946)(352646,353521)(350000,400000)	JASDQU010101564.1	375000	848	0.631903
(947,1448)(543992,544496)(500000,550000)	JASDQU010101564.1	525000	503	0.572964
(1449,4189)(642918,646094)(600000,650000)	JASDQU010101564.1	625000	2742	0.512347
(416,1119)(455420,456136)(450000,500000)	JASDQU010101565.1	475000	705	0.351676
(1120,1307)(624266,624467)(600000,650000)	JASDQU010101565.1	625000	189	0.902852
(1308,1788)(664257,664750)(650000,700000)	JASDQU010101565.1	675000	482	-0.022490
(332,1912)(169437,171205)(150000,200000)	JASDQU010101570.1	175000	1582	0.845497
(1913,3218)(519065,520399)(500000,550000)	JASDQU010101570.1	525000	1307	0.065347
(3219,3418)(649046,649338)(600000,650000)	JASDQU010101570.1	625000	201	0.074078
(3419,3895)(667326,667808)(650000,700000)	JASDQU010101570.1	675000	478	0.039617
(3896,4268)(716542,717366)(700000,750000)	JASDQU010101570.1	725000	374	0.047556
(98,599)(95258,96764)(50000,100000)	JASDQU010101582.1	75000	503	0.329576
(226,628)(219229,219631)(200000,250000)	JASDQU010101586.1	225000	404	0.206648
(629,1606)(276398,286075)(250000,300000)	JASDQU010101586.1	275000	979	0.337926
(1607,2174)(357129,357735)(350000,400000)	JASDQU010101586.1	375000	569	0.182602
(52,305)(302382,314783)(300000,350000)	JASDQU010101589.1	325000	255	0.044205
(201,285)(367930,368038)(350000,400000)	JASDQU010101594.1	375000	86	0.044507
(2578,2684)(189286,189424)(150000,200000)	JASDQU010101611.1	175000	108	0.116785
(1636,1913)(311059,311473)(300000,350000)	JASDQU010101616.1	325000	279	0.016746
(862,1767)(214087,239588)(200000,250000)	JASDQU010101619.1	225000	907	0.816474
(466,563)(125226,125327)(100000,150000)	JASDQU010101622.1	125000	99	0.070599
(602,714)(254473,254605)(250000,300000)	JASDQU010101623.1	275000	114	0.248013
(441,554)(281207,281565)(250000,300000)	JASDQU010101625.1	275000	115	0.061391
(4316,4821)(331553,332136)(300000,350000)	JASDQU010101631.1	325000	507	0.071387
(22,262)(331579,331821)(300000,350000)	JASDQU010101639.1	325000	242	0.056619
(42,212)(171620,171868)(150000,200000)	JASDQU010101641.1	175000	172	0.026841
(213,1974)(204871,210059)(200000,250000)	JASDQU010101641.1	225000	1763	0.637910
(1975,3544)(502602,504534)(500000,550000)	JASDQU010101641.1	525000	1571	0.626906
(293,840)(62351,62904)(50000,100000)	JASDQU010101643.1	75000	549	0.332731
(592,1143)(263781,283849)(250000,300000)	JASDQU010101659.1	275000	553	0.072986
(1144,1674)(360113,368455)(350000,400000)	JASDQU010101659.1	375000	532	0.044509
(1675,1783)(426237,433680)(400000,450000)	JASDQU010101659.1	425000	110	0.141523
(1784,2204)(476626,477049)(450000,500000)	JASDQU010101659.1	475000	422	0.231165
(2205,2552)(520129,520496)(500000,550000)	JASDQU010101659.1	525000	349	0.139314
(199,676)(403677,404316)(400000,450000)	JASDQU010101667.1	425000	479	0.012665
(677,953)(556871,590276)(550000,600000)	JASDQU010101667.1	575000	278	0.105886
(954,1476)(608975,617662)(600000,650000)	JASDQU010101667.1	625000	524	0.044585
(1477,2691)(901344,904151)(900000,950000)	JASDQU010101667.1	925000	1216	0.007402
(1197,1655)(411881,412505)(400000,450000)	JASDQU010101677.1	425000	460	0.074933
(52,835)(537654,538475)(500000,550000)	JASDQU010101678.1	525000	785	-0.004259
(73,1130)(101657,138818)(100000,150000)	JASDQU010101687.1	125000	1059	0.650249
(1131,1290)(194136,194304)(150000,200000)	JASDQU010101687.1	175000	161	0.829941
(196,333)(392836,392974)(350000,400000)	JASDQU010101688.1	375000	139	0.059678
(334,2557)(418523,448533)(400000,450000)	JASDQU010101688.1	425000	2225	0.680675
(2558,2728)(477729,478041)(450000,500000)	JASDQU010101688.1	475000	172	0.011990
(2729,3159)(623237,623914)(600000,650000)	JASDQU010101688.1	625000	432	0.004221
(25,577)(289982,290543)(250000,300000)	JASDQU010101691.1	275000	554	-0.000043
(53,600)(314468,315035)(300000,350000)	JASDQU010101698.1	325000	549	0.366766
(2412,7732)(356400,362582)(350000,400000)	JASDQU010101717.1	375000	5322	0.869790
(7733,7831)(460546,460645)(450000,500000)	JASDQU010101717.1	475000	100	0.759192
(7832,8197)(590714,591143)(550000,600000)	JASDQU010101717.1	575000	367	0.048746
(8198,8945)(638343,639103)(600000,650000)	JASDQU010101717.1	625000	749	0.890139
(784,946)(100676,100963)(100000,150000)	JASDQU010101718.1	125000	164	0.203197
(947,1653)(450056,460058)(450000,500000)	JASDQU010101718.1	475000	708	0.356553
(1654,1910)(549743,549999)(500000,550000)	JASDQU010101718.1	525000	258	0.907432
(194,1033)(439564,449976)(400000,450000)	JASDQU010101719.1	425000	841	0.656733
(195,203)(94443,94452)(50000,100000)	JASDQU010101720.1	75000	10	0.053555
(195,720)(126588,127117)(100000,150000)	JASDQU010101721.1	125000	527	0.262468
(43,475)(86139,86677)(50000,100000)	JASDQU010101722.1	75000	434	0.466473
(2388,6825)(272186,299237)(250000,300000)	JASDQU010101725.1	275000	4439	0.512000
(478,2178)(245540,248272)(200000,250000)	JASDQU010101727.1	225000	1702	0.196349
(2179,3019)(262142,278631)(250000,300000)	JASDQU010101727.1	275000	842	0.050609
(120,662)(590645,591189)(550000,600000)	JASDQU010101734.1	575000	544	0.777460
(2710,4551)(250000,251912)(250000,300000)	JASDQU010101742.1	275000	1843	0.091544
(819,2239)(91638,93191)(50000,100000)	JASDQU010101752.1	75000	1422	0.774080
(2240,3276)(270378,271469)(250000,300000)	JASDQU010101752.1	275000	1038	0.427312
(3277,3612)(349238,349999)(300000,350000)	JASDQU010101752.1	325000	337	0.027799
(40,226)(191944,192163)(150000,200000)	JASDQU010101753.1	175000	188	0.572174
(1641,2513)(366071,367511)(350000,400000)	JASDQU010101758.1	375000	874	0.061512
(2514,2697)(692187,692436)(650000,700000)	JASDQU010101758.1	675000	185	0.009906
(355,529)(272957,273512)(250000,300000)	JASDQU010101760.1	275000	176	0.409538
(530,554)(344895,345032)(300000,350000)	JASDQU010101760.1	325000	26	0.097308
(141,1800)(668442,673252)(650000,700000)	JASDQU010101761.1	675000	1661	0.110674
(1801,3388)(816159,843337)(800000,850000)	JASDQU010101761.1	825000	1589	0.056472
(320,2508)(494971,499067)(450000,500000)	JASDQU010101762.1	475000	2190	0.816679
(2509,3807)(771207,772505)(750000,800000)	JASDQU010101762.1	775000	1300	0.410540
(326,847)(413415,414140)(400000,450000)	JASDQU010101763.1	425000	523	0.117223
(462,1072)(164411,165045)(150000,200000)	JASDQU010101768.1	175000	612	0.354030
(385,915)(396541,397216)(350000,400000)	JASDQU010101772.1	375000	532	0.292615
(28,1227)(114528,116891)(100000,150000)	JASDQU010101773.1	125000	1201	0.649166
(1228,1311)(239114,239197)(200000,250000)	JASDQU010101773.1	225000	85	0.089263
(2547,5148)(500181,507216)(500000,550000)	JASDQU010101783.1	525000	2603	0.624901
(520,1264)(645791,647023)(600000,650000)	JASDQU010101786.1	625000	746	0.147226
(378,1631)(72529,81306)(50000,100000)	JASDQU010101788.1	75000	1255	0.301563
(1632,2152)(190498,191253)(150000,200000)	JASDQU010101788.1	175000	522	0.882097
(2153,2201)(277655,277752)(250000,300000)	JASDQU010101788.1	275000	50	0.957048
(2202,3219)(340462,349456)(300000,350000)	JASDQU010101788.1	325000	1019	0.095134
(229,543)(383871,384310)(350000,400000)	JASDQU010101794.1	375000	316	0.060241
(544,783)(502618,503012)(500000,550000)	JASDQU010101794.1	525000	241	0.025899
(784,1992)(550803,552066)(550000,600000)	JASDQU010101794.1	575000	1210	0.342651
(933,1041)(191190,191307)(150000,200000)	JASDQU010101808.1	175000	110	0.079946
(1042,1133)(382163,382261)(350000,400000)	JASDQU010101808.1	375000	93	0.011133
(1134,1134)(432378,432378)(400000,450000)	JASDQU010101808.1	425000	2	0.049010
(1135,1309)(452305,452594)(450000,500000)	JASDQU010101808.1	475000	176	0.871877
(1310,2228)(502051,503648)(500000,550000)	JASDQU010101808.1	525000	920	0.920300
(2229,2611)(699194,699889)(650000,700000)	JASDQU010101808.1	675000	384	0.011109
(2612,6706)(741873,749665)(700000,750000)	JASDQU010101808.1	725000	4096	0.331685
(88,731)(169441,170109)(150000,200000)	JASDQU010101821.1	175000	645	0.019269
(732,4060)(251265,297875)(250000,300000)	JASDQU010101821.1	275000	3330	0.079015
(4061,5442)(412926,442546)(400000,450000)	JASDQU010101821.1	425000	1383	0.072026
(760,1846)(845130,846322)(800000,850000)	JASDQU010101823.1	825000	1088	0.012792
(159,572)(405207,405961)(400000,450000)	JASDQU010101825.1	425000	415	0.026354
(7663,11233)(56783,62924)(50000,100000)	JASDQU010101829.1	75000	3572	0.272805
(11234,11671)(313626,314099)(300000,350000)	JASDQU010101829.1	325000	439	0.358067
(11672,12659)(357592,372544)(350000,400000)	JASDQU010101829.1	375000	989	0.288959
(12660,13281)(537972,542001)(500000,550000)	JASDQU010101829.1	525000	623	0.113787
(13282,13306)(577339,577371)(550000,600000)	JASDQU010101829.1	575000	26	0.043906
(13307,13781)(626583,627073)(600000,650000)	JASDQU010101829.1	625000	476	0.058342
(13782,16740)(826745,843324)(800000,850000)	JASDQU010101829.1	825000	2960	0.249762
(343,1949)(302030,335096)(300000,350000)	JASDQU010101830.1	325000	1608	0.523676
(16,46)(163045,163087)(150000,200000)	JASDQU010101834.1	175000	32	0.105460
(47,4214)(206835,215135)(200000,250000)	JASDQU010101834.1	225000	4169	0.239670
(4215,4358)(340682,340826)(300000,350000)	JASDQU010101834.1	325000	145	0.005242
(4359,4359)(451780,451780)(450000,500000)	JASDQU010101834.1	475000	2	0.055167
(1446,1540)(131609,131739)(100000,150000)	JASDQU010101839.1	125000	96	0.483329
(1541,2098)(161456,162020)(150000,200000)	JASDQU010101839.1	175000	559	0.716680
(2099,2342)(279657,279986)(250000,300000)	JASDQU010101839.1	275000	245	0.068012
(2343,3542)(392641,393863)(350000,400000)	JASDQU010101839.1	375000	1201	0.342091
(58,505)(519354,519807)(500000,550000)	JASDQU010101840.1	525000	449	0.060622
(880,971)(98689,98780)(50000,100000)	JASDQU010101848.1	75000	93	0.037919
(862,1362)(272288,299999)(250000,300000)	JASDQU010101862.1	275000	502	0.126286
(650,881)(519706,536432)(500000,550000)	JASDQU010101864.1	525000	233	0.383356
(310,370)(249887,249999)(200000,250000)	JASDQU010101865.1	225000	62	0.057644
(371,543)(250000,250235)(250000,300000)	JASDQU010101865.1	275000	174	0.050044
(106,110)(90271,90298)(50000,100000)	JASDQU010101867.1	75000	6	0.067610
(111,859)(270385,271159)(250000,300000)	JASDQU010101867.1	275000	750	0.096875
(310,317)(227729,227791)(200000,250000)	JASDQU010101870.1	225000	9	0.212561
(346,587)(176403,188476)(150000,200000)	JASDQU010101876.1	175000	243	0.078928
(411,744)(82598,82935)(50000,100000)	JASDQU010101878.1	75000	335	0.019303
(7915,8637)(344165,344918)(300000,350000)	JASDQU010101879.1	325000	724	0.715319
(227,746)(195037,195621)(150000,200000)	JASDQU010101884.1	175000	521	0.012562
(747,1007)(248434,248695)(200000,250000)	JASDQU010101884.1	225000	262	0.199752
(1008,1459)(281582,282246)(250000,300000)	JASDQU010101884.1	275000	453	0.070160
(138,189)(219101,219163)(200000,250000)	JASDQU010101888.1	225000	53	0.047872
(1073,1734)(316116,320200)(300000,350000)	JASDQU010101893.1	325000	663	0.064667
(13,247)(246555,246790)(200000,250000)	JASDQU010101904.1	225000	236	0.705260
(248,429)(306888,307084)(300000,350000)	JASDQU010101904.1	325000	183	0.054852
(430,2323)(356056,359990)(350000,400000)	JASDQU010101904.1	375000	1895	0.541746
(2324,4033)(637354,640089)(600000,650000)	JASDQU010101904.1	625000	1711	0.565508
(1284,1399)(88675,88797)(50000,100000)	JASDQU010101917.1	75000	117	0.037048
(271,571)(73479,73800)(50000,100000)	JASDQU010101930.1	75000	302	0.175061
(310,1582)(51831,96616)(50000,100000)	JASDQU010101931.1	75000	1274	0.061747
(664,731)(428853,428961)(400000,450000)	JASDQU010101937.1	425000	69	0.043683
(1437,2066)(400000,400648)(400000,450000)	JASDQU010101944.1	425000	631	0.559920
(878,1323)(73547,74099)(50000,100000)	JASDQU010101952.1	75000	447	0.076954
(122,381)(110254,110528)(100000,150000)	JASDQU010101958.1	125000	261	0.430997
(382,1441)(225918,226994)(200000,250000)	JASDQU010101958.1	225000	1061	0.601091
(474,3356)(283354,286246)(250000,300000)	JASDQU010101964.1	275000	2884	0.199703
(139,256)(146594,146729)(100000,150000)	JASDQU010101968.1	125000	119	0.053128
(257,331)(168086,168169)(150000,200000)	JASDQU010101968.1	175000	76	0.075520
(332,1516)(245244,247356)(200000,250000)	JASDQU010101968.1	225000	1186	0.222276
(1517,2162)(270776,274138)(250000,300000)	JASDQU010101968.1	275000	647	0.564830
(2163,2398)(602184,602482)(600000,650000)	JASDQU010101968.1	625000	237	0.621086
(2399,4284)(712300,714190)(700000,750000)	JASDQU010101968.1	725000	1887	0.780605
(17,23)(261392,261399)(250000,300000)	JASDQU010101974.1	275000	8	0.101359
(24,475)(305485,305947)(300000,350000)	JASDQU010101974.1	325000	453	0.020321
(476,2371)(350382,353179)(350000,400000)	JASDQU010101974.1	375000	1897	0.601482
(286,403)(95132,95337)(50000,100000)	JASDQU010101980.1	75000	119	0.066303
(825,1868)(231603,248417)(200000,250000)	JASDQU010101985.1	225000	1045	0.147593
(1319,1432)(96270,96394)(50000,100000)	JASDQU010101990.1	75000	115	0.035229
(1433,2460)(120640,126795)(100000,150000)	JASDQU010101990.1	125000	1029	0.035965
(140,277)(307953,308115)(300000,350000)	JASDQU010101999.1	325000	139	0.058879
(278,3049)(407713,443265)(400000,450000)	JASDQU010101999.1	425000	2773	0.162188
(697,802)(164507,164633)(150000,200000)	JASDQU010102011.1	175000	107	0.049086
(803,1051)(249214,249756)(200000,250000)	JASDQU010102011.1	225000	250	0.042075
(1052,1312)(502421,502754)(500000,550000)	JASDQU010102011.1	525000	262	0.344701
(28,35)(689664,689674)(650000,700000)	JASDQU010102014.1	675000	9	0.130812
(36,567)(729760,730293)(700000,750000)	JASDQU010102014.1	725000	533	0.084034
(568,669)(802032,802162)(800000,850000)	JASDQU010102014.1	825000	103	0.236404
(116,2595)(65645,83855)(50000,100000)	JASDQU010102017.1	75000	2481	0.231049
(465,1660)(347633,348915)(300000,350000)	JASDQU010102020.1	325000	1197	0.599749
(1661,5534)(372841,379936)(350000,400000)	JASDQU010102020.1	375000	3875	0.631854
(354,1065)(439053,439771)(400000,450000)	JASDQU010102025.1	425000	713	0.405285
(1066,1473)(454776,455185)(450000,500000)	JASDQU010102025.1	475000	409	0.463082
(1851,1957)(184542,185270)(150000,200000)	JASDQU010102027.1	175000	108	0.200289
